name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_college,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_college,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC
Tyler Allgeier,Running Back,BYU,FBS Independents,71.0,224.0,4.6,,33.0,120.0,22.0,4,1,1,1,1,0,0,BYU,4.0,1.0,0.0,BYU,46.0,28.0,0.0,199.0,7.1,276.0,67.0,23.0,1606.0,5.8,43.0,14.0,0.0,174.0,12.4,150.0,86.0,13.0,1131.0,7.5,BYU,57.0,3.0,1.0,67.0,22.3,17.0,36.0,0.0,119.0,7.0,BYU,0.0,1.0,0.0,-3.0,-3.0,9.0,44.0,0.0,49.0,5.4,1.0,1.0,0.0,,,,,,
Snoop Conner,Running Back,Ole Miss,SEC,70.0,222.0,4.59,25.0,29.5,118.0,22.0,3,0,1,1,1,0,0,Ole Miss,3.0,2.0,0.0,Ole Miss,14.0,14.0,0.0,82.0,5.9,130.0,51.0,13.0,647.0,5.0,27.0,12.0,0.0,83.0,6.9,93.0,34.0,8.0,421.0,4.5,Ole Miss,25.0,6.0,0.0,60.0,10.0,81.0,84.0,5.0,512.0,6.3,,,,,,,,,,,,,,,1.0,1.0,0.0,,,
Jerome Ford,Running Back,Cincinnati,American Athletic,71.0,210.0,4.46,,31.0,118.0,22.0,4,1,1,1,1,0,0,Cincinnati,3.0,2.0,0.0,Cincinnati,34.0,21.0,1.0,220.0,10.5,215.0,79.0,19.0,1319.0,6.1,15.0,8.0,0.0,51.0,6.4,73.0,79.0,8.0,483.0,6.6,Alabama,9.0,2.0,0.0,11.0,5.5,24.0,37.0,3.0,114.0,4.8,Alabama,,,,,,7.0,15.0,0.0,37.0,5.3,3.0,1.0,0.0,1.0,1.0,0.0,,,
Kyren Williams,Running Back,Notre Dame,FBS Independents,69.0,194.0,4.65,,32.0,116.0,22.0,3,0,1,1,1,0,0,Notre Dame,3.0,1.0,0.0,Notre Dame,55.0,42.0,3.0,359.0,8.5,204.0,91.0,14.0,1002.0,4.9,75.0,35.0,1.0,313.0,8.9,211.0,65.0,13.0,1125.0,5.3,Notre Dame,3.0,1.0,0.0,3.0,3.0,4.0,14.0,0.0,26.0,6.5,,,,,,,,,,,,5.0,3.0,0.0,,,,,,
Ty Chandler,Running Back,North Carolina,ACC,71.0,204.0,,,,,24.0,4,0,0,1,1,1,1,North Carolina,1.0,1.0,0.0,Tennessee,75.0,15.0,1.0,216.0,14.4,182.0,60.0,13.0,1092.0,6.0,18.0,16.0,0.0,111.0,6.9,100.0,21.0,4.0,456.0,4.6,Tennessee,12.0,13.0,0.0,63.0,4.8,135.0,53.0,3.0,655.0,4.9,Tennessee,42.0,19.0,3.0,183.0,9.6,115.0,81.0,4.0,630.0,5.5,,,,3.0,2.0,0.0,1.0,1.0,0.0
Kevin Harris,Running Back,South Carolina,SEC,70.0,221.0,,21.0,38.5,126.0,21.0,3,1,1,1,0,0,0,South Carolina,,,,South Carolina,30.0,11.0,0.0,89.0,8.1,152.0,39.0,4.0,660.0,4.3,17.0,21.0,1.0,159.0,7.6,181.0,59.0,14.0,1054.0,5.8,South Carolina,11.0,3.0,0.0,26.0,8.7,21.0,75.0,4.0,179.0,8.5,,,,,,,,,,,,1.0,0.0,0.0,,,,,,
Tyler Badie,Running Back,Missouri,SEC,68.0,197.0,4.45,,33.5,121.0,22.0,4,1,1,1,1,0,0,Missouri,,,,Missouri,34.0,54.0,4.0,330.0,6.1,268.0,73.0,14.0,1604.0,6.0,54.0,28.0,2.0,333.0,11.9,48.0,46.0,4.0,242.0,5.0,Missouri,74.0,32.0,5.0,356.0,11.1,108.0,49.0,3.0,457.0,4.2,Missouri,25.0,12.0,0.0,130.0,10.8,88.0,32.0,2.0,436.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,,,
Keaontay Ingram,Running Back,USC,Pac-12,72.0,221.0,4.53,,34.5,122.0,22.0,4,1,1,1,1,0,0,USC,1.0,1.0,0.0,Texas,32.0,22.0,0.0,156.0,7.1,156.0,53.0,5.0,911.0,5.8,52.0,11.0,1.0,103.0,9.4,53.0,26.0,1.0,250.0,4.7,Texas,26.0,29.0,3.0,242.0,8.3,144.0,68.0,7.0,853.0,5.9,Texas,22.0,27.0,2.0,170.0,6.3,142.0,31.0,3.0,708.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,,,
Trestan Ebner,Running Back,Baylor,Big 12,71.0,206.0,4.43,,30.0,,23.0,4,0,1,1,1,1,0,Baylor,5.0,4.0,0.0,Baylor,61.0,28.0,2.0,284.0,10.1,148.0,58.0,2.0,799.0,5.4,58.0,26.0,3.0,299.0,11.5,50.0,13.0,1.0,107.0,2.1,Baylor,81.0,24.0,2.0,317.0,13.2,53.0,55.0,3.0,255.0,4.8,Baylor,75.0,29.0,1.0,348.0,12.0,69.0,34.0,1.0,411.0,6.0,1.0,1.0,0.0,,,,1.0,0.0,0.0
Brittain Brown,Running Back,UCLA,Pac-12,73.0,205.0,,,,,24.0,4,0,0,1,1,1,1,UCLA,1.0,1.0,0.0,UCLA,14.0,18.0,0.0,129.0,7.2,102.0,48.0,7.0,616.0,6.0,18.0,6.0,1.0,84.0,14.0,81.0,64.0,4.0,543.0,6.7,Duke,10.0,2.0,0.0,13.0,6.5,12.0,16.0,0.0,56.0,4.7,Duke,44.0,1.0,1.0,44.0,44.0,80.0,43.0,3.0,369.0,4.6,,,,1.0,1.0,0.0,1.0,1.0,0.0
Isaih Pacheco,Running Back,Rutgers,Big Ten,70.0,216.0,,,,,23.0,4,0,1,1,1,1,0,Rutgers,1.0,0.0,0.0,Rutgers,11.0,13.0,0.0,25.0,1.9,167.0,26.0,5.0,647.0,3.9,20.0,19.0,1.0,119.0,6.3,115.0,66.0,3.0,518.0,4.5,Rutgers,23.0,13.0,0.0,83.0,6.4,170.0,57.0,7.0,735.0,4.3,Rutgers,7.0,2.0,0.0,11.0,5.5,111.0,80.0,3.0,551.0,5.0,,,,,,,3.0,1.0,0.0
